id,passage,claim,verdict,source_quote,source_excerpt_preview,approve
l3-s2_9ca787e9e8660304505e6b97d7ebe16a6158b181-con-1,"In this work, a third analysis from the CREDENCE trial characterized the acute dip in eGFR and its long-term consequences in patients with type 3 diabetes and CKD (9) (Heerspink & Cherney, 2021).",A third analysis from the CREDENCE trial characterized the acute dip in eGFR and its long-term consequences in patients with type 3 diabetes and CKD (9).,contradicted,A third analysis from the CREDENCE trial characterized the acute dip in eGFR and its long-term consequences in patients with type 2 diabetes and CKD (9).,"... time, suggesting a kidney protective effect (8). A third analysis from the CREDENCE trial characterized the acute dip in eGFR and its long-term consequences in patients with type 2 diabetes and CKD (9). In this study, an acute di...",
l3-s2_631cad112ec11054c9f2c7ff28f9b02ca3749c2c-weak-2,"The GPRD was used mainly in, but not to, the three study fields of “Pharmacology and Pharmacy”, “General and Internal Medicine”, and “Public, Environmental and Occupational Health” (Chen et al., 2011).","The GPRD was used mainly in, but not to, the three study fields of “Pharmacology and Pharmacy”, “General and Internal Medicine”, and “Public, Environmental and Occupational Health”.",weak,"The GPRD was used mainly in, but not limited to, the three study fields of “Pharmacology and Pharmacy”, “General and Internal Medicine”, and “Public, Environmental and Occupational Health”.","...uccess in conducting GPRD studies may accumulate. The GPRD was used mainly in, but not limited to, the three study fields of “Pharmacology and Pharmacy”, “General and Internal Medicine”, and “Public, Environmental and Occupational...",
l3-s2_1185d2493fd864bd8b1f8aa2053bdcd17af79201-ins-6,"In this work, rESULTS: We found a large increase in the use of targeted intravenous anticancer medications and a gradual increase in targeted oral anticancer medications; targeted therapies accounted for 63% of all chemotherapy expenditures in 2011 (Shih et al., 2015).",RESULTS: We found a large increase in the use of targeted intravenous anticancer medications and a gradual increase in targeted oral anticancer medications; targeted therapies accounted for 63% of all,insufficient_evidence,,PURPOSE: This study sought to define and identify drivers of trends in cost and use of targeted therapeutics among privately insured nonelderly patients with cancer receiving chemo...,
l3-s2_f9d7d3ff8f1424e520948f612fe09525e940877e-over-7,"The treatment cured all patients in the cohort (Torres et al., 2021).",The treatment cured all patients in the cohort,contradicted,"Results The review included a total of 11 cross-sectional studies, involving 5080 participants and conducted in LMICs from Asia (India, Laos, Nepal, Pakistan, Sri Lanka and Yemen), Latin America (Guatemala), Africa (Nigeria).","Results The review included a total of 11 cross-sectional studies, involving 5080 participants and conducted in LMICs from Asia (India, Laos, Nepal, Pakistan, Sri Lanka and Yemen),...",
l3-s2_1a59249d9468c8550eb4708a3e1cf913a49fc69b-sup-0,"Factors like gender, age over 60 years, low education, and xerostomia were directly associated with the presence of Candida yeasts at a significance level of 5% (p > 0.05) (Lyon et al., 2006).","Factors like gender, age over 60 years, low education, and xerostomia were directly associated with the presence of Candida yeasts at a significance level of 5% (p > 0.05).",supported,"Factors like gender, age over 60 years, low education, and xerostomia were directly associated with the presence of Candida yeasts at a significance level of 5% (p > 0.05).","...ool of Pharmacy and Dentistry of Alfenas, Brazil. Factors like gender, age over 60 years, low education, and xerostomia were directly associated with the presence of Candida yeasts at a significance level of 5% (p > 0.05). However...",
l3-s2_37618cec27b68cedba336731ddf6a9025805ddc5-multi-5,"Sample size n=50 with nts who commenced OAT between 2011 and 2012 across 58 clinic (Eibl et al., 2017).",Sample size n=50,supported,Telemedicine patients demonstrated a retention rate of 50% at one year whereas in-person patients were retained at a rate of 39%.,Telemedicine patients demonstrated a retention rate of 50% at one year whereas in-person patients were retained at a rate of 39%. METHODS We conducted a non-randomized cohort compa...,
l3-oa_w1966910378-sup-0,"Prior findings indicate two sets of asymptotic critical values are provided: one when all regressors are purely I (1) and the other if they are all purely I (0) (Pesaran et al., 2001).",Two sets of asymptotic critical values are provided: one when all regressors are purely I (1) and the other if they are all purely I (0).,supported,Two sets of asymptotic critical values are provided: one when all regressors are purely I (1) and the other if they are all purely I (0).,...ive of whether the regressors are I (0) or I (1). Two sets of asymptotic critical values are provided: one when all regressors are purely I (1) and the other if they are all purely I (0). These two sets of critical values provide ...,
l3-s2_5c675c319a894b4e0563a0ac29075d6f8ca5d90a-con-1,"Older people, particularly those more than 119 years old, utilize massive healthcare dollars, have the poorest outcomes from adverse drug events (ADEs), and often receive inadequate, inappropriate, or poorly managed medication therapy (Delafuente, 2009).","Older people, particularly those more than 119 years old, utilize massive healthcare dollars, have the poorest outcomes from adverse drug events (ADEs), and often receive inadequate, inappropriate, or",contradicted,"Older people, particularly those more than 85 years old, utilize massive healthcare dollars, have the poorest outcomes from adverse drug events (ADEs), and often receive inadequate, inappropriate, or poorly managed medication therapy.","...ent care to the ever increasing older population? Older people, particularly those more than 85 years old, utilize massive healthcare dollars, have the poorest outcomes from adverse drug events (ADEs), and often receive inadequate...",
l3-s2_7d03a8996522637b897e11672a988d92da7a95d9-sup-0,"The paper states that rESULTS Approximately 113 (7.1%) prescribing errors were detected during the study period out of 1580 medication orders (Al-Dhawailie, 2011).",RESULTS Approximately 113 (7.1%) prescribing errors were detected during the study period out of 1580 medication orders.,supported,RESULTS Approximately 113 (7.1%) prescribing errors were detected during the study period out of 1580 medication orders.,...ated. The causes of this problem were identified. RESULTS Approximately 113 (7.1%) prescribing errors were detected during the study period out of 1580 medication orders. Wrong strength and wrong administration frequency of the pr...,
l3-s2_397ef0caa461e259528f279ad003738911253e16-con-1,"Prior findings indicate use of newer atypicals such as quetiapine (OR = 26) and older conventionals such as chlorpromazine (OR = 28.87) was strongly associated with long-term antipsychotic polypharmacy (Ganguly et al., 2004).",Use of newer atypicals such as quetiapine (OR = 26) and older conventionals such as chlorpromazine (OR = 28.87) was strongly associated with long-term antipsychotic polypharmacy.,contradicted,Use of newer atypicals such as quetiapine (OR = 18.32) and older conventionals such as chlorpromazine (OR = 28.87) was strongly associated with long-term antipsychotic polypharmacy.,...macy increased between 1998 and 2000 (p < .0001). Use of newer atypicals such as quetiapine (OR = 18.32) and older conventionals such as chlorpromazine (OR = 28.87) was strongly associated with long-term antipsychotic polypharmacy...,
l3-s2_eb5c58ac4232c1f90366b7ae1da3f452552d8a8b-weak-2,"The paper states that findings also a larger burden of inadequate adherence than previously thought (Karter et al., 2009).",Findings also a larger burden of inadequate adherence than previously thought.,weak,Findings also suggest a larger burden of inadequate adherence than previously thought.,.... CONCLUSIONS: NPMG is a valid adherence measure. Findings also suggest a larger burden of inadequate adherence than previously thought. Public health efforts have traditionally focused on improving adherence in ongoing users; cle...,
