id,passage,claim,verdict,source_quote,source_excerpt_preview,approve
l3-s2_9815aec96c36b29631a13e5d94026ed6eb2aa1be-sup-0,"Researchers reported that rESULTS: Compared with the standard dose of intravenous immunoglobulin (adults, 300 mg/kg of body weight every 4 weeks; children, 400 mg/kg every 4 weeks), high-dose therapy (adults, 600 mg/kg every 4 weeks; children, 800 mg/kg every 4 weeks) significantly reduced the number (3.5 vs (Eijkhout ","RESULTS: Compared with the standard dose of intravenous immunoglobulin (adults, 300 mg/kg of body weight every 4 weeks; children, 400 mg/kg every 4 weeks), high-dose therapy (adults, 600 mg/kg every 4",supported,"RESULTS: Compared with the standard dose of intravenous immunoglobulin (adults, 300 mg/kg of body weight every 4 weeks; children, 400 mg/kg every 4 weeks), high-dose therapy (adults, 600 mg/kg every 4 weeks; children, 800 mg/kg every 4 weeks) significantly reduced the number (3.5 vs.","...cts from the study medication were also recorded. RESULTS: Compared with the standard dose of intravenous immunoglobulin (adults, 300 mg/kg of body weight every 4 weeks; children, 400 mg/kg every 4 weeks), high-dose therapy (adult...",
l3-s2_a55865ba577752a383784eaae1c1985bd753454f-con-1,"Prior findings indicate DESIGN, SETTING, AND PATIENTS Retrospective cohort study of patients aged 57 years or older with diabetes mellitus and no preexisting record of OAG in a large US managed care network from January 1, 2001, through December 31, 2010 (Lin et al., 2015).","DESIGN, SETTING, AND PATIENTS Retrospective cohort study of patients aged 57 years or older with diabetes mellitus and no preexisting record of OAG in a large US managed care network from January 1, 2",contradicted,"DESIGN, SETTING, AND PATIENTS Retrospective cohort study of patients aged 40 years or older with diabetes mellitus and no preexisting record of OAG in a large US managed care network from January 1, 2001, through December 31, 2010.","...glaucoma (OAG) in persons with diabetes mellitus. DESIGN, SETTING, AND PATIENTS Retrospective cohort study of patients aged 40 years or older with diabetes mellitus and no preexisting record of OAG in a large US managed care netwo...",
l3-s2_eac62f867603e9ed75e6198c81ffd2361b135109-nis-3,"Prior findings indicate air pollution levels were unrelated to any respiratory outcomes (Lapane et al., 2010).",air pollution levels were unrelated to any respiratory outcomes,not_in_source,,Introduction Recent studies have demonstrated that e-prescribing takes longer than handwriting. Additional studies documenting the perceived efficiencies realized from e-prescribin...,
l3-s2_0ab2293fa674fc42a3af3c4a641660ca820e5205-con-1,"Researchers reported that the optimal formulation was HPMC:API:PS:maltitol:sucralose at a ratio of 90:10:10:15:1 (Yan et al., 2020).",The optimal formulation was HPMC:API:PS:maltitol:sucralose at a ratio of 90:10:10:15:1.,contradicted,The optimal formulation was HPMC:API:PS:maltitol:sucralose at a ratio of 64:10:10:15:1.,...irizine hydrochloride was used as the model drug. The optimal formulation was HPMC:API:PS:maltitol:sucralose at a ratio of 64:10:10:15:1. Seventeen percent HPMC solution and optimal formulation were used to prepare film precursors...,
l3-s2_0337ae5c2abd7e53ab8ab94e0c2c5709a8452f98-weak-2,"Prior findings indicate necrotizing myopathy patients require more aggressive immunotherapy due to their grave prognosis (Liewluck et al., 2017).",Necrotizing myopathy patients require more aggressive immunotherapy due to their grave prognosis.,weak,Necrotizing myopathy patients may require more aggressive immunotherapy due to their grave prognosis.,...with necrotizing myopathy from myasthenia gravis. Necrotizing myopathy patients may require more aggressive immunotherapy due to their grave prognosis.,
l3-s2_f67d9a5392bd3de77ec910c729631a63afad13ab-sup-0,"Researchers reported that rESULTS We screened 8513 reviews and 7133 studies, with 27 and 61 identified as relevant, respectively (Palmateer et al., 2022).","RESULTS We screened 8513 reviews and 7133 studies, with 27 and 61 identified as relevant, respectively.",supported,"RESULTS We screened 8513 reviews and 7133 studies, with 27 and 61 identified as relevant, respectively.","...', 'tentative', 'insufficient', or 'no evidence'. RESULTS We screened 8513 reviews and 7133 studies, with 27 and 61 identified as relevant, respectively. The level of evidence increased since the 2011 RoR and is now 'sufficient' f...",
l3-s2_fe24dad0f6adf6d5bc589fe89fb8b6535506eb8c-sup-0,"RESULTS: Of the 121 questionnaires disseminated, 76 (63%) were returned (Walker et al., 2004).","RESULTS: Of the 121 questionnaires disseminated, 76 (63%) were returned.",supported,"RESULTS: Of the 121 questionnaires disseminated, 76 (63%) were returned.","...ls for the treatment of vulvovaginal candidiasis. RESULTS: Of the 121 questionnaires disseminated, 76 (63%) were returned. Behavioural intention to sell antifungals to women with vulvovaginal candidiasis symptoms was strong. Attit...",
l3-s2_d8cd3b2804ff60e9ee0f9bb4de930ab71cba5b37-weak-1,"The paper states that while the quantitative applications are yet to reach their full, this technique is flourishing (Fahelelbom et al., 2022).","While the quantitative applications are yet to reach their full, this technique is flourishing.",weak,"While the quantitative applications are yet to reach their full potential, this technique is flourishing.","... pharmaceutical, biomedical, and clinical fields. While the quantitative applications are yet to reach their full potential, this technique is flourishing. It is tempting to shed light on modern engaging and the applicability of a...",
l3-s2_ccbe7a2c341940f76ac2a05b6e02dc4770885d39-sup-0,"Researchers reported that results: All brands passed USP and BP standards in-vitro quality control tests prescribed for the tablets except hardens test but the all products were satisfactory for hardness (Descatha, 2009).",Results: All brands passed USP and BP standards in-vitro quality control tests prescribed for the tablets except hardens test but the all products were satisfactory for hardness.,supported,Results: All brands passed USP and BP standards in-vitro quality control tests prescribed for the tablets except hardens test but the all products were satisfactory for hardness.,...nd assay content by UV spectrophotometric method. Results: All brands passed USP and BP standards in-vitro quality control tests prescribed for the tablets except hardens test but the all products were satisfactory for hardness. C...,
l3-s2_7aac8c86fd919c772e2497af70b91c18736e3549-nis-2,"Prior findings indicate air pollution levels were unrelated to any respiratory outcomes (Haag et al., 2008).",air pollution levels were unrelated to any respiratory outcomes,not_in_source,,"BACKGROUND: In clinical trials, cyclooxygenase (COX)-2-selective nonsteroidal anti-inflammatory drugs (NSAIDs) were associated with an increased risk of thromboembolic events. We s...",
l3-s2_9cdd2dc522f5a9791c127ce90c95dabf1861c5fb-sup-0,"In this work, sherrard Department of Dermatology, Betsi Cadwaladr University Health Board, Bangor, UK Department of Dermatology, Mater Dei Hospital, Msida, Malta Department of Gynaecology, Roosevelt kliniek, Leiden, The Netherlands Gesundheitszentrum Frauenfeld, Frauenfeld, Switzerland St John’s Institute of Dermatolog","Sherrard Department of Dermatology, Betsi Cadwaladr University Health Board, Bangor, UK Department of Dermatology, Mater Dei Hospital, Msida, Malta Department of Gynaecology, Roosevelt kliniek, Leiden",supported,"Sherrard Department of Dermatology, Betsi Cadwaladr University Health Board, Bangor, UK Department of Dermatology, Mater Dei Hospital, Msida, Malta Department of Gynaecology, Roosevelt kliniek, Leiden, The Netherlands Gesundheitszentrum Frauenfeld, Frauenfeld, Switzerland St John’s Institute of Dermatology, Guy’s and S","...g, F. Lewis, M. Moyal-Barracco, G.-S. Tiplica, J. Sherrard Department of Dermatology, Betsi Cadwaladr University Health Board, Bangor, UK Department of Dermatology, Mater Dei Hospital, Msida, Malta Department of Gynaecology, Roose...",
l3-s2_52706fadbc1b8a65f177b46de553cb44e81664bb-sup-0,"Prior findings indicate forty-three per cent (47/109) completed all three stages of the study (Mcbride et al., 2003).",Forty-three per cent (47/109) completed all three stages of the study.,supported,Forty-three per cent (47/109) completed all three stages of the study.,"...ed States, 109 experts (66%) agreed to take part. Forty-three per cent (47/109) completed all three stages of the study. MEASUREMENTS: A Delphi technique was employed to gather data. The second and final questionnaires were constr...",
l3-s2_89e3c9f0b4aff58fc4a85eed0dab39cf3f4848d7-sup-0,"Results Of 284 study eligible participants, 110 non-institutionalized older adults (≥65 years old) with a recent fall consented to participate; median age was 81 years old, 67% were female, 94% were white, and 16.3% had cognitive impairment (Goldberg et al., 2020).","Results Of 284 study eligible participants, 110 non-institutionalized older adults (≥65 years old) with a recent fall consented to participate; median age was 81 years old, 67% were female, 94% were w",supported,"Results Of 284 study eligible participants, 110 non-institutionalized older adults (≥65 years old) with a recent fall consented to participate; median age was 81 years old, 67% were female, 94% were white, and 16.3% had cognitive impairment.","...dations to participants’ primary care physicians. Results Of 284 study eligible participants, 110 non-institutionalized older adults (≥65 years old) with a recent fall consented to participate; median age was 81 years old, 67% wer...",
l3-s2_eb3cb79b8fab29283bb2e30c50edaf9dfb4a471c-sup-0,"Prior findings indicate the results indicated that about 61.4% of the students agreed on that college of pharmacy was well-prepared and ready for the online education during the emerging COVID-19 pandemic with complete transition into online education (Shawaqfeh et al., 2020).",The results indicated that about 61.4% of the students agreed on that college of pharmacy was well-prepared and ready for the online education during the emerging COVID-19 pandemic with complete trans,supported,The results indicated that about 61.4% of the students agreed on that college of pharmacy was well-prepared and ready for the online education during the emerging COVID-19 pandemic with complete transition into online education.,...e in barrier scores among all professional years. The results indicated that about 61.4% of the students agreed on that college of pharmacy was well-prepared and ready for the online education during the emerging COVID-19 pandemic...,
l3-s2_f48edadc36ae47fa9ef967bd5fa5bbd899ecc608-ins-5,"Conclusion: Our findings indicate that events interfering with daily routine had a significant impact on adherence (Nair et al., 2011).",Conclusion: Our findings indicate that events interfering with daily routine had a significant impact on adherence.,insufficient_evidence,,"Background: Although hypertension is a major risk factor for cardiovascular disease, adherence to hypertensive medications is low. Methods: A telephone survey of 8692 nonadherent h...",
l3-s2_602dc0b762091b9dc9b44bca583b1957cf31387c-sup-0,"In this work, here we analyzed hydroalcoholic reference extracts and compared them with various extracts of different pharmacies using an integrative metabolomics platform comprising GC-MS and LC-MS analysis and software toolboxes for data alignment (MetMAX Beta 1.0) and multivariate statistical analysis (COVAIN 1.0) (",Here we analyzed hydroalcoholic reference extracts and compared them with various extracts of different pharmacies using an integrative metabolomics platform comprising GC-MS and LC-MS analysis and so,supported,Here we analyzed hydroalcoholic reference extracts and compared them with various extracts of different pharmacies using an integrative metabolomics platform comprising GC-MS and LC-MS analysis and software toolboxes for data alignment (MetMAX Beta 1.0) and multivariate statistical analysis (COVAIN 1.0).,...food supplements and pharmaceutical preparations. Here we analyzed hydroalcoholic reference extracts and compared them with various extracts of different pharmacies using an integrative metabolomics platform comprising GC-MS and L...,
l3-s2_895fb032b2291ba31ec58b8d4cfaacebec370251-ins-4,"Prior findings indicate rESULTS After full implementation, 107 patients were enrolled in our oral chemotherapy management program from September 2014 until June 2015 (Muluneh et al., 2018).","RESULTS After full implementation, 107 patients were enrolled in our oral chemotherapy management program from September 2014 until June 2015.",insufficient_evidence,,"PURPOSE To address the growing use of oral anticancer therapy, an integrated, closed-loop, pharmacist-led oral chemotherapy management program was created within an academic medica...",
l3-s2_a8d7a2328eba40f560575ae98f4790f851ffb599-sup-0,"The paper states that overall, 56% of costs were HCV-related and this proportion increased with severity (46%, 57%, and 71% for patients with NCD, CC, and ESLD, respectively) (Gordon et al., 2012).","Overall, 56% of costs were HCV-related and this proportion increased with severity (46%, 57%, and 71% for patients with NCD, CC, and ESLD, respectively).",supported,"Overall, 56% of costs were HCV-related and this proportion increased with severity (46%, 57%, and 71% for patients with NCD, CC, and ESLD, respectively).","...hose with CC and NCD (37% and 36%, respectively). Overall, 56% of costs were HCV-related and this proportion increased with severity (46%, 57%, and 71% for patients with NCD, CC, and ESLD, respectively). CONCLUSION: The direct hea...",
l3-s2_47a69e71cd5b3bfd19fcd3f6390fe9ba102a29d2-con-1,"After patient counseling, at least one intervention (mean 8 interventions/patient) was performed in 97% of patients (Karapinar‐Çarkit et al., 2009).","After patient counseling, at least one intervention (mean 8 interventions/patient) was performed in 97% of patients.",contradicted,"After patient counseling, at least one intervention (mean 5.3 interventions/patient) was performed in 97% of patients.","...87% of patients (mean 2.7 interventions/patient). After patient counseling, at least one intervention (mean 5.3 interventions/patient) was performed in 97% of patients. After patient counseling, discharge prescriptions were freque...",
l3-oa_w2560140854-sup-0,"The paper states that this evidence shows that although feedback is among the major influences, the type of feedback and the way it is given can be differentially effective (Hattie & Timperley, 2007).","This evidence shows that although feedback is among the major influences, the type of feedback and the way it is given can be differentially effective.",supported,"This evidence shows that although feedback is among the major influences, the type of feedback and the way it is given can be differentially effective.","...elated to its impact on learning and achievement. This evidence shows that although feedback is among the major influences, the type of feedback and the way it is given can be differentially effective. A model of feedback is then ...",
l3-s2_ea94141624a2dbfd602b026280515f51e2d02f08-con-1,"Twenty-one per cent of the 269,363 veterans aged 70 years, with an eligible gold card, were dispensed at least one potentially inappropriate medicine in the first 6 months of 2005 (Roughead et al., 2007).","Twenty-one per cent of the 269,363 veterans aged 70 years, with an eligible gold card, were dispensed at least one potentially inappropriate medicine in the first 6 months of 2005.",contradicted,"Twenty-one per cent of the 192,363 veterans aged 70 years, with an eligible gold card, were dispensed at least one potentially inappropriate medicine in the first 6 months of 2005.","...eutical Benefits Scheme Pharmacy Claims database. Twenty-one per cent of the 192,363 veterans aged 70 years, with an eligible gold card, were dispensed at least one potentially inappropriate medicine in the first 6 months of 2005....",
l3-s2_0d3bd235ec371411b2043a06fc38ad25fb938c16-ins-5,"Results We completed semi-structured interviews with 78 clinicians, nurses, residents, pharmacy and revenue cycle staff, and hospital administrators (Bonawitz et al., 2020).","Results We completed semi-structured interviews with 78 clinicians, nurses, residents, pharmacy and revenue cycle staff, and hospital administrators.",insufficient_evidence,,"Background Research to date has focused on strategies and resources used by effective champions of healthcare change efforts, rather than personal characteristics that contribute t...",
l3-s2_1ceea5d8b6b99c31fd2598f702b983232673c741-sup-0,"In this work, rESULTS In 2010 and 2011, following the debt crisis and the agreement with the IMF, EU and ECB, the Greek government introduced several policy measures aimed at cost-containment (Vandoros & Stargardt, 2013).","RESULTS In 2010 and 2011, following the debt crisis and the agreement with the IMF, EU and ECB, the Greek government introduced several policy measures aimed at cost-containment.",supported,"RESULTS In 2010 and 2011, following the debt crisis and the agreement with the IMF, EU and ECB, the Greek government introduced several policy measures aimed at cost-containment.","...unds available to be used on other interventions. RESULTS In 2010 and 2011, following the debt crisis and the agreement with the IMF, EU and ECB, the Greek government introduced several policy measures aimed at cost-containment. T...",
l3-s2_a0d0ac4ebc3b388a16adfdd8d987ce6a65d22706-sup-0,"Researchers reported that as a summary and prospect, we also try to give insight into the challenges and possible breakthrough of the development of Pharm-Lab on a Chip (Ai et al., 2019).","As a summary and prospect, we also try to give insight into the challenges and possible breakthrough of the development of Pharm-Lab on a Chip.",supported,"As a summary and prospect, we also try to give insight into the challenges and possible breakthrough of the development of Pharm-Lab on a Chip.","...d models for evaluating drug efficacy and safety. As a summary and prospect, we also try to give insight into the challenges and possible breakthrough of the development of Pharm-Lab on a Chip.",
l3-oa_w2167311298-ins-5,"In this work, rESULTS: The level of technology use in the context of aging in place is influenced by six major themes: challenges in the domain of independent living; behavioral options; personal thoughts on technology use; influence of the social network; influence of organizations, and the role of the physical enviro",RESULTS: The level of technology use in the context of aging in place is influenced by six major themes: challenges in the domain of independent living; behavioral options; personal thoughts on techno,insufficient_evidence,,"BACKGROUND: Most older adults prefer to age in place, and supporting older adults to remain in their own homes and communities is also favored by policy makers. OBJECTIVE: To explo...",
l3-s2_bf35ea0f6e725672ab30fbd3e646797d8c6f3841-nisthin-3,"vaccination coverage reached 95% nationwide and eliminated the pathogen (Aldughayfiq & Sampalli, 2020).",vaccination coverage reached 95% nationwide and eliminated the pathogen,not_in_source,,"We surveyed the databases related to pharmacies, eHealth, e-Prescriptions, and related digital health websites for each country, and their system architectures.",
l3-s2_3d80e7588fb2193dc10d0fab0e501381791af739-sup-0,"The paper states that results: Adjusted estimates suggest past-year OUD affected 7,631,804 individuals in the U.S (Krawczyk et al., 2022).","Results: Adjusted estimates suggest past-year OUD affected 7,631,804 individuals in the U.S.",supported,"Results: Adjusted estimates suggest past-year OUD affected 7,631,804 individuals in the U.S.","...pioid use disorder (MOUD) during the past decade. Results: Adjusted estimates suggest past-year OUD affected 7,631,804 individuals in the U.S. in (2,773 per 100,000 adults 12+), relative to only 1,023,959 individuals who received ...",
